artist_id,artist_name,video_id,video_view
1,갤럭시익스프레스,lIBfYXkR6yQ,775
1,갤럭시익스프레스,MebQY0Z96hM,668
1,갤럭시익스프레스,DgLmiKBu0e4,280
1,갤럭시익스프레스,6wTNNdEUcIQ,601
1,갤럭시익스프레스,3BF7BCI3sPk,263
1,갤럭시익스프레스,g7wBcoog9qE,3552
1,갤럭시익스프레스,EWI9Pd1X0ng,2363
1,갤럭시익스프레스,3S-HCP2bNtM,1590
1,갤럭시익스프레스,uF4KN9vOuPM,911
1,갤럭시익스프레스,gG9Ql2ssKiU,982
1,갤럭시익스프레스,-YjqdHlTCkk,9532
1,갤럭시익스프레스,Dq6Ynn-mPgA,440
1,갤럭시익스프레스,dcZbN-LvaK8,862
1,갤럭시익스프레스,bzi8kyy3MmQ,1185
1,갤럭시익스프레스,9eMu_HuzLTw,698
1,갤럭시익스프레스,FjRInlEZLoU,471
1,갤럭시익스프레스,AoiEBBo9s2w,226
1,갤럭시익스프레스,7RNwZI46ck4,193
1,갤럭시익스프레스,tBmpNqrX1Eo,564
1,갤럭시익스프레스,QXmeGnHMAAg,3629
1,갤럭시익스프레스,XAFiJsLpl-I,21801
1,갤럭시익스프레스,SgxOSNiRfOU,675
1,갤럭시익스프레스,fDsU6QKIfng,42454
1,갤럭시익스프레스,sWDrmGIWso4,2526
1,갤럭시익스프레스,fgD8WEk7lbE,5257
1,갤럭시익스프레스,m9_QweIWsDY,62333
1,갤럭시익스프레스,E9ny-bbLp1Y,867
1,갤럭시익스프레스,aIoIgkQSZ-E,1571
1,갤럭시익스프레스,mP5ioOop-d0,126239
1,갤럭시익스프레스,1uTkUBYaUC0,8030
1,갤럭시익스프레스,vhubcfo7cRc,304878
1,갤럭시익스프레스,_Fuil7TW1N4,11263
1,갤럭시익스프레스,FGvDnymD6DU,855
1,갤럭시익스프레스,eMUe3_q6TOQ,1390
1,갤럭시익스프레스,xL5-J1812Vc,1249
1,갤럭시익스프레스,iIHROUmdMk8,138
1,갤럭시익스프레스,VWY7Pcp0IwY,1021
1,갤럭시익스프레스,f4HdhvYCjYA,495
1,갤럭시익스프레스,oZgATad59EA,441
1,갤럭시익스프레스,PPoYBGXBIg0,255
1,갤럭시익스프레스,9Tu7LeLvl14,611
1,갤럭시익스프레스,Vkaee-KAiVA,321
1,갤럭시익스프레스,_PMNEzsSkjM,214
1,갤럭시익스프레스,G8oqi6Lr3wk,102
1,갤럭시익스프레스,Yzz7WGM_-CU,440
1,갤럭시익스프레스,TLNmA9BHmFk,768
1,갤럭시익스프레스,-qVQIvYTPh0,220
1,갤럭시익스프레스,im7AFWrGlt8,302
1,갤럭시익스프레스,IgOTtkpcNeg,12249
1,갤럭시익스프레스,4jTiqZpjh2s,4053
1,갤럭시익스프레스,JiD4LjurSDk,600
1,갤럭시익스프레스,IcPsBKjYoQk,2490
1,갤럭시익스프레스,BPy40XSNG5A,7268
1,갤럭시익스프레스,QUYPqmfJOR8,1084
2,검엑스,fwzJ0ZEVPkk,137
2,검엑스,Zbf7zhy69jw,110
2,검엑스,4cldGqEjsus,116
2,검엑스,kyp3hRvB_Mk,104
2,검엑스,QLlmXsUt-uY,208
2,검엑스,PBT38zcrf0Y,402
2,검엑스,XTEJXIxWJQ0,250
2,검엑스,JweoTP3QQ3I,203
2,검엑스,NLYhF_4t5-8,339
2,검엑스,Cr23KXgDHgs,1206
2,검엑스,OYDAZok2cZU,283
2,검엑스,11HPApB-biA,172
2,검엑스,zu_3oQ_8Ao0,210
2,검엑스,pHXuZZJI248,181
2,검엑스,3i2QaqosJzo,223
2,검엑스,QGkvtNf4ikI,237
2,검엑스,hozBD9F029w,134
2,검엑스,Z_x4Q9L4b0s,209
2,검엑스,pkQD5iy6--I,148
2,검엑스,Eo5oEk0t8tY,6281
2,검엑스,ZQvkV8XFWls,531
2,검엑스,9ialKK0NJMo,356
2,검엑스,r3LP2MtuoUo,2335
2,검엑스,s4yodRVEIVg,1185
2,검엑스,r2zE7L34w2I,256
2,검엑스,m76sBdNbBRk,253
2,검엑스,sMYTX2U31hw,286
2,검엑스,Kwn9RW6zR8w,1213
2,검엑스,P_beXSpJo4s,357
2,검엑스,PqIRyQNBlgE,280
2,검엑스,KZ46TKTewzo,251
2,검엑스,T8VJbOeoXmc,930
2,검엑스,_P4XXT_wC_8,439
2,검엑스,OF4-XLt7W2k,942
2,검엑스,y2ZFAzqlYlI,715
2,검엑스,-r4sRMt8-Mk,311
2,검엑스,dSIsYLi0WH8,333
2,검엑스,0Kz34AvmL_w,315
2,검엑스,cRqTVWaVRJo,345
2,검엑스,uujuo_8VbCk,381
2,검엑스,js68P8LA7nk,698
2,검엑스,MEYk5woUKmA,672
2,검엑스,AdnsCvS0wUI,597
2,검엑스,hHZnT3jo_hk,972
2,검엑스,9l_WEKm753Q,637
2,검엑스,38yArQs2KHM,513
2,검엑스,mnOGg0wPRyg,242
2,검엑스,ljVG3kR7i7A,281
2,검엑스,xUiK3OLT-JY,246
2,검엑스,nC81ZhlPCDE,311
2,검엑스,59ytczcXRtU,337
2,검엑스,Wl32gTZipuo,1412
2,검엑스,4qB_0nzEiQo,802
2,검엑스,ulznvVnarhQ,345
2,검엑스,IMKQCceza7A,642
2,검엑스,12XSk75jC4U,419
2,검엑스,Ik3CNqYlJ1I,623
2,검엑스,DdBLujv96Qg,530
2,검엑스,fqy2gSJdXSw,574
2,검엑스,koJE_Qrra18,1910
2,검엑스,GwfO9fLnBUA,872
2,검엑스,AR3g4rfEK6c,8495
2,검엑스,SOXzEBCUQGY,24656
2,검엑스,hNb4VQ5BNic,3169
2,검엑스,zOJ123Jtv7A,254
