artist_id,artist_name,instagram_follower_cnt
0,250,
1,갤럭시익스프레스,
2,검엑스,
3,검정치마,
4,구남과여라이딩스텔라,
5,권진아,
6,극동아시아타이거즈,
7,글렌체크,
8,김늑,
9,김뜻돌,
10,김윤아,
