artist_id,artist_id_spotify,artist_name,spotify_monthly_listener,spotify_follower_cnt,spotify_popularity
0,0ePKWgwmESq5970Hq1c3yE?si=MpLFHImlQyuzOe0PdRMe2A,250,7013,13487,20
1,3HbmUr6CJxkk0YGkxeNpMp?si=WHRUwBUtSb2Fw8xI8bvBBg,갤럭시익스프레스,3065,4203,22
