artist_id,artist_id_youtube,artist_name,youtube_follower_cnt,youtube_video_cnt,youtube_total_views
0,,250,,,
1,UCsilEpR2UHgFa-JV_q6CFHQ,갤럭시익스프레스,1740.0,54.0,654072.0
2,UC0j1cP2C30YFiI9OnjfCwIw,검엑스,829.0,65.0,73324.0
